# ----------------------------- WARNNG --------------------------------
# The data you have obtained from this automated U.S. Geological Survey
# database have not received Director's approval and as such are
# provisional and subject to revision.  The data are released on the
# condition that neither the USGS nor the United States Government may
# be held liable for any damages resulting from its use.
#
# Additional information can be obtained from the USGS at
#   http://waterdata.usgs.gov/nwis/help/?provisional
#
# retrieved: 2006-06-04 23:40:13 EDT
#
# This file consists of tab-separated columns of data for a list of sites.
# Each site is separated by a header section of comments and new column
# definitions. All column headers include the following 3 fields.
#
# column        column definition
# ------------  -----------------------------------------
# agency_cd     Agency collection or maintaining the site
# site_no       USGS site identification number
# datetime      date and time in ISO format (YYYY-mm-dd)
#
# The remaining columns vary for each site depending on which data
# parameters are selected.  The data column names use the following form
# '##_#####' where the first two number sequence uniquely defines the
# sensor (the 'data descriptor') used to collect the data and the
# following 5 number sequence defines the 'parameter_cd' which describes
# the type of data shown in the column.
#
# Data for the following stations is contained in this file
# ---------------------------------------------------------
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
# Available data at this site--lines with asterix '*' are included in this output.
#    DD parameter statistic - Description
#    --   -----     -----     ------------------------------------
#   *02   00060     00003   - Discharge, cubic feet per second (Mean)
#
# Data-value qualifiers included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
#agency_cd	site_no	datetime	02_00060_00003
#5s	15s	16s	14s
USGS	01100000	1940-09-11	2700_A
USGS	01100000	1940-09-12	3620_A
USGS	01100000	1940-09-13	3930_A
USGS	01100000	1940-09-14	2130_A
USGS	01100000	1940-09-15	1490_A
USGS	01100000	1940-09-16	3260_A
USGS	01100000	1940-09-17	2780_A
USGS	01100000	1940-09-18	2720_A
USGS	01100000	1940-09-19	2670_A
USGS	01100000	1940-09-20	3170_A
USGS	01100000	1940-09-21	1450_A
USGS	01100000	1940-09-22	1010_A
USGS	01100000	1940-09-23	2680_A
USGS	01100000	1940-09-24	2790_A
USGS	01100000	1940-09-25	2740_A
USGS	01100000	1940-09-26	3870_A
USGS	01100000	1940-09-27	4020_A
USGS	01100000	1940-09-28	2360_A
USGS	01100000	1940-09-29	2110_A
USGS	01100000	1940-09-30	3400_A
USGS	01100000	1940-10-01	3020_A
USGS	01100000	1940-10-02	3020_A
USGS	01100000	1940-10-03	2780_A
USGS	01100000	1940-10-04	2670_A
USGS	01100000	1940-10-05	1440_A
USGS	01100000	1940-10-06	476_A
USGS	01100000	1940-10-07	2340_A
USGS	01100000	1940-10-08	2710_A
USGS	01100000	1940-10-09	2630_A
USGS	01100000	1940-10-10	2450_A
USGS	01100000	1940-10-11	2420_A
USGS	01100000	1940-10-12	1040_A
USGS	01100000	1940-10-13	367_A
USGS	01100000	1940-10-14	2180_A
USGS	01100000	1940-10-15	2450_A
USGS	01100000	1940-10-16	2360_A
USGS	01100000	1940-10-17	1950_A
USGS	01100000	1940-10-18	1940_A
USGS	01100000	1940-10-19	1040_A
USGS	01100000	1940-10-20	422_A
USGS	01100000	1940-10-21	1890_A
USGS	01100000	1940-10-22	1930_A
USGS	01100000	1940-10-23	1870_A
USGS	01100000	1940-10-24	1880_A
USGS	01100000	1940-10-25	1820_A
USGS	01100000	1940-10-26	804_A
USGS	01100000	1940-10-27	607_A
USGS	01100000	1940-10-28	1960_A
USGS	01100000	1940-10-29	1890_A
USGS	01100000	1940-10-30	1960_A
USGS	01100000	1940-10-31	1930_A
USGS	01100000	1940-11-01	1900_A
USGS	01100000	1940-11-02	1110_A
USGS	01100000	1940-11-03	2930_A
USGS	01100000	1940-11-04	8380_A
USGS	01100000	1940-11-05	7470_A
USGS	01100000	1940-11-06	6160_A
USGS	01100000	1940-11-07	5240_A
USGS	01100000	1940-11-08	4670_A
USGS	01100000	1940-11-09	2670_A
USGS	01100000	1940-11-10	2500_A
USGS	01100000	1940-11-11	3130_A
USGS	01100000	1940-11-12	3980_A
USGS	01100000	1940-11-13	4700_A
USGS	01100000	1940-11-14	9880_A
USGS	01100000	1940-11-15	9980_A
USGS	01100000	1940-11-16	15400_A
USGS	01100000	1940-11-17	14500_A
USGS	01100000	1940-11-18	12000_A
USGS	01100000	1940-11-19	8830_A
USGS	01100000	1940-11-20	7680_A
USGS	01100000	1940-11-21	6370_A
USGS	01100000	1940-11-22	6340_A
USGS	01100000	1940-11-23	4130_A
USGS	01100000	1940-11-24	3940_A
USGS	01100000	1940-11-25	5510_A
USGS	01100000	1940-11-26	5370_A
USGS	01100000	1940-11-27	4990_A
USGS	01100000	1940-11-28	2270_A
USGS	01100000	1940-11-29	4560_A
USGS	01100000	1940-11-30	3140_A
USGS	01100000	1940-12-01	2660_A
USGS	01100000	1940-12-02	4540_A
USGS	01100000	1940-12-03	4050_A
USGS	01100000	1940-12-04	3870_A
USGS	01100000	1940-12-05	3900_A
USGS	01100000	1940-12-06	3750_A
USGS	01100000	1940-12-07	2310_A
USGS	01100000	1940-12-08	2390_A
USGS	01100000	1940-12-09	4980_A
USGS	01100000	1940-12-10	4160_A
USGS	01100000	1940-12-11	3790_A
USGS	01100000	1940-12-12	3810_A
USGS	01100000	1940-12-13	4370_A
USGS	01100000	1940-12-14	3260_A
USGS	01100000	1940-12-15	2850_A
USGS	01100000	1940-12-16	4760_A
USGS	01100000	1940-12-17	5430_A
USGS	01100000	1940-12-18	6430_A
USGS	01100000	1940-12-19	6260_A
USGS	01100000	1940-12-20	6790_A
USGS	01100000	1940-12-21	4880_A
USGS	01100000	1940-12-22	4710_A
USGS	01100000	1940-12-23	5930_A
USGS	01100000	1940-12-24	5050_A
USGS	01100000	1940-12-25	3270_A
USGS	01100000	1940-12-26	5560_A
USGS	01100000	1940-12-27	5120_A
USGS	01100000	1940-12-28	4480_A
USGS	01100000	1940-12-29	6730_A
USGS	01100000	1940-12-30	10800_A
USGS	01100000	1940-12-31	15400_A
USGS	01100000	1941-01-01	15900_A
USGS	01100000	1941-01-02	13600_A
USGS	01100000	1941-01-03	11300_A
USGS	01100000	1941-01-04	9300_A
USGS	01100000	1941-01-05	6760_A
USGS	01100000	1941-01-06	7190_A
USGS	01100000	1941-01-07	6590_A
USGS	01100000	1941-01-08	6470_A
USGS	01100000	1941-01-09	6400_A
USGS	01100000	1941-01-10	6150_A
USGS	01100000	1941-01-11	5360_A
USGS	01100000	1941-01-12	4900_A
USGS	01100000	1941-01-13	6120_A
USGS	01100000	1941-01-14	4900_A
USGS	01100000	1941-01-15	4810_A
USGS	01100000	1941-01-16	4940_A
USGS	01100000	1941-01-17	4900_A
USGS	01100000	1941-01-18	3830_A
USGS	01100000	1941-01-19	4420_A
USGS	01100000	1941-01-20	5240_A
USGS	01100000	1941-01-21	4250_A
USGS	01100000	1941-01-22	4390_A
USGS	01100000	1941-01-23	5000_A
USGS	01100000	1941-01-24	4920_A
USGS	01100000	1941-01-25	3620_A
USGS	01100000	1941-01-26	3900_A
USGS	01100000	1941-01-27	5210_A
USGS	01100000	1941-01-28	4490_A
USGS	01100000	1941-01-29	4330_A
USGS	01100000	1941-01-30	4410_A
USGS	01100000	1941-01-31	4430_A
USGS	01100000	1941-02-01	3660_A
USGS	01100000	1941-02-02	3660_A
USGS	01100000	1941-02-03	4760_A
USGS	01100000	1941-02-04	4300_A
USGS	01100000	1941-02-05	4280_A
USGS	01100000	1941-02-06	4220_A
USGS	01100000	1941-02-07	4680_A
USGS	01100000	1941-02-08	6600_A
USGS	01100000	1941-02-09	14000_A
USGS	01100000	1941-02-10	16900_A
USGS	01100000	1941-02-11	14500_A
USGS	01100000	1941-02-12	13600_A
USGS	01100000	1941-02-13	12200_A
USGS	01100000	1941-02-14	11300_A
USGS	01100000	1941-02-15	10100_A
USGS	01100000	1941-02-16	9420_A
USGS	01100000	1941-02-17	9560_A
USGS	01100000	1941-02-18	8580_A
USGS	01100000	1941-02-19	8370_A
USGS	01100000	1941-02-20	8150_A
USGS	01100000	1941-02-21	7560_A
USGS	01100000	1941-02-22	6480_A
USGS	01100000	1941-02-23	5330_A
USGS	01100000	1941-02-24	6670_A
USGS	01100000	1941-02-25	5780_A
USGS	01100000	1941-02-26	6040_A
USGS	01100000	1941-02-27	6110_A
USGS	01100000	1941-02-28	5990_A
USGS	01100000	1941-03-01	4500_A
USGS	01100000	1941-03-02	4460_A
USGS	01100000	1941-03-03	5290_A
USGS	01100000	1941-03-04	5610_A
USGS	01100000	1941-03-05	5140_A
USGS	01100000	1941-03-06	5330_A
USGS	01100000	1941-03-07	5660_A
USGS	01100000	1941-03-08	4790_A
USGS	01100000	1941-03-09	4440_A
USGS	01100000	1941-03-10	5760_A
USGS	01100000	1941-03-11	5120_A
USGS	01100000	1941-03-12	4880_A
USGS	01100000	1941-03-13	4900_A
USGS	01100000	1941-03-14	5450_A
USGS	01100000	1941-03-15	4530_A
USGS	01100000	1941-03-16	4920_A
USGS	01100000	1941-03-17	6090_A
USGS	01100000	1941-03-18	5610_A
USGS	01100000	1941-03-19	4910_A
USGS	01100000	1941-03-20	4680_A
USGS	01100000	1941-03-21	5250_A
USGS	01100000	1941-03-22	4550_A
USGS	01100000	1941-03-23	4940_A
USGS	01100000	1941-03-24	6020_A
USGS	01100000	1941-03-25	6500_A
USGS	01100000	1941-03-26	7820_A
USGS	01100000	1941-03-27	7950_A
USGS	01100000	1941-03-28	8550_A
USGS	01100000	1941-03-29	8960_A
USGS	01100000	1941-03-30	8460_A
USGS	01100000	1941-03-31	9470_A
USGS	01100000	1941-04-01	9740_A
USGS	01100000	1941-04-02	10100_A
USGS	01100000	1941-04-03	9130_A
USGS	01100000	1941-04-04	9280_A
USGS	01100000	1941-04-05	10100_A
USGS	01100000	1941-04-06	11400_A
USGS	01100000	1941-04-07	13000_A
USGS	01100000	1941-04-08	13000_A
USGS	01100000	1941-04-09	12700_A
USGS	01100000	1941-04-10	13000_A
USGS	01100000	1941-04-11	13300_A
USGS	01100000	1941-04-12	12900_A
USGS	01100000	1941-04-13	12300_A
USGS	01100000	1941-04-14	12800_A
USGS	01100000	1941-04-15	12400_A
USGS	01100000	1941-04-16	14600_A
USGS	01100000	1941-04-17	15000_A
USGS	01100000	1941-04-18	13000_A
USGS	01100000	1941-04-19	11000_A
USGS	01100000	1941-04-20	9780_A
USGS	01100000	1941-04-21	9980_A
USGS	01100000	1941-04-22	8940_A
USGS	01100000	1941-04-23	7960_A
USGS	01100000	1941-04-24	7040_A
USGS	01100000	1941-04-25	6290_A
USGS	01100000	1941-04-26	5240_A
USGS	01100000	1941-04-27	4980_A
USGS	01100000	1941-04-28	6100_A
USGS	01100000	1941-04-29	5700_A
USGS	01100000	1941-04-30	4760_A
USGS	01100000	1941-05-01	4320_A
USGS	01100000	1941-05-02	4820_A
USGS	01100000	1941-05-03	3340_A
USGS	01100000	1941-05-04	4560_A
USGS	01100000	1941-05-05	5360_A
USGS	01100000	1941-05-06	5400_A
USGS	01100000	1941-05-07	5110_A
USGS	01100000	1941-05-08	4740_A
USGS	01100000	1941-05-09	4570_A
USGS	01100000	1941-05-10	3660_A
USGS	01100000	1941-05-11	6070_A
USGS	01100000	1941-05-12	7230_A
USGS	01100000	1941-05-13	6920_A
USGS	01100000	1941-05-14	6110_A
USGS	01100000	1941-05-15	5350_A
USGS	01100000	1941-05-16	5200_A
USGS	01100000	1941-05-17	3070_A
USGS	01100000	1941-05-18	1810_A
USGS	01100000	1941-05-19	4840_A
USGS	01100000	1941-05-20	4100_A
USGS	01100000	1941-05-21	3510_A
USGS	01100000	1941-05-22	3390_A
USGS	01100000	1941-05-23	3310_A
USGS	01100000	1941-05-24	1890_A
USGS	01100000	1941-05-25	666_A
USGS	01100000	1941-05-26	3400_A
USGS	01100000	1941-05-27	3260_A
USGS	01100000	1941-05-28	3100_A
USGS	01100000	1941-05-29	3760_A
USGS	01100000	1941-05-30	1320_A
USGS	01100000	1941-05-31	2690_A
USGS	01100000	1941-06-01	2220_A
USGS	01100000	1941-06-02	3540_A
USGS	01100000	1941-06-03	3110_A
USGS	01100000	1941-06-04	2660_A
USGS	01100000	1941-06-05	2750_A
USGS	01100000	1941-06-06	2750_A
USGS	01100000	1941-06-07	1600_A
USGS	01100000	1941-06-08	1130_A
USGS	01100000	1941-06-09	3060_A
USGS	01100000	1941-06-10	2870_A
USGS	01100000	1941-06-11	2730_A
USGS	01100000	1941-06-12	2320_A
USGS	01100000	1941-06-13	2190_A
USGS	01100000	1941-06-14	1090_A
USGS	01100000	1941-06-15	538_A
USGS	01100000	1941-06-16	2240_A
USGS	01100000	1941-06-17	2820_A
USGS	01100000	1941-06-18	3690_A
USGS	01100000	1941-06-19	4000_A
USGS	01100000	1941-06-20	4280_A
USGS	01100000	1941-06-21	2600_A
USGS	01100000	1941-06-22	2150_A
USGS	01100000	1941-06-23	3460_A
USGS	01100000	1941-06-24	2820_A
USGS	01100000	1941-06-25	2170_A
USGS	01100000	1941-06-26	2160_A
USGS	01100000	1941-06-27	2150_A
USGS	01100000	1941-06-28	1100_A
USGS	01100000	1941-06-29	403_A
USGS	01100000	1941-06-30	2220_A
USGS	01100000	1941-07-01	2080_A
USGS	01100000	1941-07-02	2120_A
USGS	01100000	1941-07-03	2130_A
USGS	01100000	1941-07-04	662_A
USGS	01100000	1941-07-05	686_A
USGS	01100000	1941-07-06	710_A
USGS	01100000	1941-07-07	2090_A
USGS	01100000	1941-07-08	1980_A
USGS	01100000	1941-07-09	2120_A
USGS	01100000	1941-07-10	3790_A
USGS	01100000	1941-07-11	4230_A
USGS	01100000	1941-07-12	1920_A
USGS	01100000	1941-07-13	572_A
USGS	01100000	1941-07-14	3900_A
USGS	01100000	1941-07-15	4980_A
USGS	01100000	1941-07-16	4600_A
USGS	01100000	1941-07-17	3570_A
USGS	01100000	1941-07-18	2990_A
USGS	01100000	1941-07-19	1590_A
USGS	01100000	1941-07-20	818_A
USGS	01100000	1941-07-21	4250_A
USGS	01100000	1941-07-22	4040_A
USGS	01100000	1941-07-23	3370_A
USGS	01100000	1941-07-24	2790_A
USGS	01100000	1941-07-25	2340_A
USGS	01100000	1941-07-26	1020_A
USGS	01100000	1941-07-27	465_A
USGS	01100000	1941-07-28	2170_A
USGS	01100000	1941-07-29	2880_A
USGS	01100000	1941-07-30	3020_A
USGS	01100000	1941-07-31	3050_A
USGS	01100000	1941-08-01	3050_A
USGS	01100000	1941-08-02	1340_A
USGS	01100000	1941-08-03	610_A
USGS	01100000	1941-08-04	2860_A
USGS	01100000	1941-08-05	2230_A
USGS	01100000	1941-08-06	2050_A
USGS	01100000	1941-08-07	1890_A
USGS	01100000	1941-08-08	1670_A
USGS	01100000	1941-08-09	666_A
USGS	01100000	1941-08-10	411_A
USGS	01100000	1941-08-11	1560_A
USGS	01100000	1941-08-12	1480_A
USGS	01100000	1941-08-13	1410_A
USGS	01100000	1941-08-14	1370_A
USGS	01100000	1941-08-15	1360_A
USGS	01100000	1941-08-16	695_A
USGS	01100000	1941-08-17	392_A
USGS	01100000	1941-08-18	1700_A
USGS	01100000	1941-08-19	1730_A
USGS	01100000	1941-08-20	1660_A
USGS	01100000	1941-08-21	1690_A
USGS	01100000	1941-08-22	1630_A
USGS	01100000	1941-08-23	976_A
USGS	01100000	1941-08-24	569_A
USGS	01100000	1941-08-25	1640_A
USGS	01100000	1941-08-26	1540_A
USGS	01100000	1941-08-27	1530_A
USGS	01100000	1941-08-28	1560_A
USGS	01100000	1941-08-29	1610_A
USGS	01100000	1941-08-30	841_A
USGS	01100000	1941-08-31	440_A
USGS	01100000	1941-09-01	787_A
USGS	01100000	1941-09-02	1720_A
USGS	01100000	1941-09-03	1460_A
USGS	01100000	1941-09-04	1760_A
USGS	01100000	1941-09-05	1930_A
USGS	01100000	1941-09-06	1030_A
USGS	01100000	1941-09-07	490_A
USGS	01100000	1941-09-08	1630_A
USGS	01100000	1941-09-09	1560_A
USGS	01100000	1941-09-10	1530_A
USGS	01100000	1941-09-11	1580_A
USGS	01100000	1941-09-12	1770_A
USGS	01100000	1941-09-13	1030_A
USGS	01100000	1941-09-14	297_A
USGS	01100000	1941-09-15	1640_A
USGS	01100000	1941-09-16	1650_A
USGS	01100000	1941-09-17	1610_A
USGS	01100000	1941-09-18	1400_A
USGS	01100000	1941-09-19	1400_A
USGS	01100000	1941-09-20	840_A
USGS	01100000	1941-09-21	391_A
USGS	01100000	1941-09-22	1370_A
USGS	01100000	1941-09-23	1390_A
USGS	01100000	1941-09-24	1340_A
USGS	01100000	1941-09-25	1270_A
USGS	01100000	1941-09-26	1180_A
USGS	01100000	1941-09-27	660_A
USGS	01100000	1941-09-28	376_A
USGS	01100000	1941-09-29	1180_A
USGS	01100000	1941-09-30	1210_A
USGS	01100000	1941-10-01	1230_A
USGS	01100000	1941-10-02	1250_A
USGS	01100000	1941-10-03	1300_A
USGS	01100000	1941-10-04	764_A
USGS	01100000	1941-10-05	406_A
USGS	01100000	1941-10-06	1370_A
USGS	01100000	1941-10-07	1450_A
USGS	01100000	1941-10-08	1490_A
USGS	01100000	1941-10-09	1570_A
USGS	01100000	1941-10-10	1930_A
USGS	01100000	1941-10-11	1210_A
USGS	01100000	1941-10-12	361_A
USGS	01100000	1941-10-13	2780_A
USGS	01100000	1941-10-14	2830_A
USGS	01100000	1941-10-15	2690_A
USGS	01100000	1941-10-16	2330_A
USGS	01100000	1941-10-17	2100_A
USGS	01100000	1941-10-18	1490_A
USGS	01100000	1941-10-19	371_A
USGS	01100000	1941-10-20	2240_A
USGS	01100000	1941-10-21	2020_A
USGS	01100000	1941-10-22	1730_A
USGS	01100000	1941-10-23	1720_A
USGS	01100000	1941-10-24	1700_A
USGS	01100000	1941-10-25	1160_A
USGS	01100000	1941-10-26	286_A
USGS	01100000	1941-10-27	1800_A
USGS	01100000	1941-10-28	1650_A
USGS	01100000	1941-10-29	1570_A
USGS	01100000	1941-10-30	1550_A
USGS	01100000	1941-10-31	1890_A
USGS	01100000	1941-11-01	1350_A
USGS	01100000	1941-11-02	1000_A
USGS	01100000	1941-11-03	5090_A
USGS	01100000	1941-11-04	5350_A
USGS	01100000	1941-11-05	4850_A
USGS	01100000	1941-11-06	3490_A
USGS	01100000	1941-11-07	3660_A
USGS	01100000	1941-11-08	2430_A
USGS	01100000	1941-11-09	1030_A
USGS	01100000	1941-11-10	4740_A
USGS	01100000	1941-11-11	2660_A
USGS	01100000	1941-11-12	3770_A
USGS	01100000	1941-11-13	2760_A
USGS	01100000	1941-11-14	2610_A
USGS	01100000	1941-11-15	1330_A
USGS	01100000	1941-11-16	424_A
USGS	01100000	1941-11-17	2910_A
USGS	01100000	1941-11-18	2690_A
USGS	01100000	1941-11-19	2660_A
USGS	01100000	1941-11-20	603_A
USGS	01100000	1941-11-21	2110_A
USGS	01100000	1941-11-22	1250_A
USGS	01100000	1941-11-23	570_A
USGS	01100000	1941-11-24	2320_A
USGS	01100000	1941-11-25	2340_A
USGS	01100000	1941-11-26	2210_A
USGS	01100000	1941-11-27	2060_A
USGS	01100000	1941-11-28	2100_A
USGS	01100000	1941-11-29	985_A
USGS	01100000	1941-11-30	465_A
USGS	01100000	1941-12-01	2270_A
USGS	01100000	1941-12-02	1890_A
USGS	01100000	1941-12-03	1840_A
USGS	01100000	1941-12-04	1780_A
USGS	01100000	1941-12-05	1780_A
USGS	01100000	1941-12-06	857_A
USGS	01100000	1941-12-07	457_A
USGS	01100000	1941-12-08	2220_A
USGS	01100000	1941-12-09	2170_A
USGS	01100000	1941-12-10	2040_A
USGS	01100000	1941-12-11	1810_A
USGS	01100000	1941-12-12	1870_A
USGS	01100000	1941-12-13	1050_A
USGS	01100000	1941-12-14	800_A
USGS	01100000	1941-12-15	3000_A
USGS	01100000	1941-12-16	2720_A
USGS	01100000	1941-12-17	2270_A
USGS	01100000	1941-12-18	2640_A
USGS	01100000	1941-12-19	3100_A
USGS	01100000	1941-12-20	1830_A
USGS	01100000	1941-12-21	866_A
USGS	01100000	1941-12-22	3140_A
USGS	01100000	1941-12-23	2260_A
USGS	01100000	1941-12-24	2060_A
USGS	01100000	1941-12-25	1130_A
USGS	01100000	1941-12-26	5110_A
USGS	01100000	1941-12-27	7220_A
USGS	01100000	1941-12-28	5450_A
USGS	01100000	1941-12-29	6090_A
USGS	01100000	1941-12-30	4130_A
USGS	01100000	1941-12-31	3780_A
USGS	01100000	1942-01-01	2940_A
USGS	01100000	1942-01-02	3630_A
USGS	01100000	1942-01-03	2990_A
USGS	01100000	1942-01-04	4630_A
USGS	01100000	1942-01-05	6360_A
USGS	01100000	1942-01-06	5500_A
USGS	01100000	1942-01-07	3650_A
USGS	01100000	1942-01-08	3100_A
USGS	01100000	1942-01-09	3150_A
USGS	01100000	1942-01-10	1550_A
USGS	01100000	1942-01-11	780_A
USGS	01100000	1942-01-12	2900_A
USGS	01100000	1942-01-13	2550_A
USGS	01100000	1942-01-14	2350_A
USGS	01100000	1942-01-15	2320_A
USGS	01100000	1942-01-16	2850_A
USGS	01100000	1942-01-17	1830_A
USGS	01100000	1942-01-18	1040_A
USGS	01100000	1942-01-19	2840_A
USGS	01100000	1942-01-20	4760_A
USGS	01100000	1942-01-21	5540_A
USGS	01100000	1942-01-22	5660_A
USGS	01100000	1942-01-23	5460_A
USGS	01100000	1942-01-24	3940_A
USGS	01100000	1942-01-25	3360_A
USGS	01100000	1942-01-26	4730_A
USGS	01100000	1942-01-27	3920_A
USGS	01100000	1942-01-28	3310_A
USGS	01100000	1942-01-29	3040_A
USGS	01100000	1942-01-30	3090_A
USGS	01100000	1942-01-31	2260_A
USGS	01100000	1942-02-01	2000_A
USGS	01100000	1942-02-02	4600_A
USGS	01100000	1942-02-03	3350_A
USGS	01100000	1942-02-04	2640_A
USGS	01100000	1942-02-05	2540_A
USGS	01100000	1942-02-06	2490_A
USGS	01100000	1942-02-07	1890_A
USGS	01100000	1942-02-08	1920_A
USGS	01100000	1942-02-09	3700_A
USGS	01100000	1942-02-10	3170_A
USGS	01100000	1942-02-11	2980_A
USGS	01100000	1942-02-12	2920_A
USGS	01100000	1942-02-13	2820_A
USGS	01100000	1942-02-14	1910_A
USGS	01100000	1942-02-15	1040_A
USGS	01100000	1942-02-16	3020_A
USGS	01100000	1942-02-17	3250_A
USGS	01100000	1942-02-18	3590_A
USGS	01100000	1942-02-19	4120_A
USGS	01100000	1942-02-20	4200_A
USGS	01100000	1942-02-21	3000_A
USGS	01100000	1942-02-22	2200_A
USGS	01100000	1942-02-23	3070_A
USGS	01100000	1942-02-24	2630_A
USGS	01100000	1942-02-25	2530_A
USGS	01100000	1942-02-26	2470_A
USGS	01100000	1942-02-27	2500_A
USGS	01100000	1942-02-28	2160_A
USGS	01100000	1942-03-01	1410_A
USGS	01100000	1942-03-02	3080_A
USGS	01100000	1942-03-03	3400_A
USGS	01100000	1942-03-04	7390_A
USGS	01100000	1942-03-05	7360_A
USGS	01100000	1942-03-06	7240_A
USGS	01100000	1942-03-07	6180_A
USGS	01100000	1942-03-08	6980_A
USGS	01100000	1942-03-09	10500_A
USGS	01100000	1942-03-10	23400_A
USGS	01100000	1942-03-11	25400_A
USGS	01100000	1942-03-12	22400_A
USGS	01100000	1942-03-13	19400_A
USGS	01100000	1942-03-14	16900_A
USGS	01100000	1942-03-15	14200_A
USGS	01100000	1942-03-16	13300_A
USGS	01100000	1942-03-17	13300_A
USGS	01100000	1942-03-18	16400_A
USGS	01100000	1942-03-19	19400_A
USGS	01100000	1942-03-20	18900_A
USGS	01100000	1942-03-21	16400_A
USGS	01100000	1942-03-22	17400_A
USGS	01100000	1942-03-23	25400_A
USGS	01100000	1942-03-24	23400_A
USGS	01100000	1942-03-25	19900_A
USGS	01100000	1942-03-26	16400_A
USGS	01100000	1942-03-27	14600_A
USGS	01100000	1942-03-28	13800_A
USGS	01100000	1942-03-29	13300_A
USGS	01100000	1942-03-30	13800_A
USGS	01100000	1942-03-31	12800_A
USGS	01100000	1942-04-01	13300_A
USGS	01100000	1942-04-02	13300_A
USGS	01100000	1942-04-03	13800_A
USGS	01100000	1942-04-04	14600_A
USGS	01100000	1942-04-05	15100_A
USGS	01100000	1942-04-06	15600_A
USGS	01100000	1942-04-07	14600_A
USGS	01100000	1942-04-08	17400_A
USGS	01100000	1942-04-09	21900_A
USGS	01100000	1942-04-10	22400_A
USGS	01100000	1942-04-11	19400_A
USGS	01100000	1942-04-12	16000_A
USGS	01100000	1942-04-13	15100_A
USGS	01100000	1942-04-14	13300_A
USGS	01100000	1942-04-15	12800_A
USGS	01100000	1942-04-16	13300_A
USGS	01100000	1942-04-17	16900_A
USGS	01100000	1942-04-18	18900_A
USGS	01100000	1942-04-19	17900_A
USGS	01100000	1942-04-20	18400_A
USGS	01100000	1942-04-21	16000_A
USGS	01100000	1942-04-22	13800_A
USGS	01100000	1942-04-23	12400_A
USGS	01100000	1942-04-24	12000_A
USGS	01100000	1942-04-25	12400_A
USGS	01100000	1942-04-26	12800_A
USGS	01100000	1942-04-27	13800_A
USGS	01100000	1942-04-28	12800_A
USGS	01100000	1942-04-29	11100_A
USGS	01100000	1942-04-30	9880_A
USGS	01100000	1942-05-01	9670_A
USGS	01100000	1942-05-02	9460_A
USGS	01100000	1942-05-03	8020_A
USGS	01100000	1942-05-04	8830_A
USGS	01100000	1942-05-05	7230_A
USGS	01100000	1942-05-06	7040_A
USGS	01100000	1942-05-07	7620_A
USGS	01100000	1942-05-08	6950_A
USGS	01100000	1942-05-09	6570_A
USGS	01100000	1942-05-10	6970_A
USGS	01100000	1942-05-11	6980_A
USGS	01100000	1942-05-12	6130_A
USGS	01100000	1942-05-13	5470_A
USGS	01100000	1942-05-14	5420_A
USGS	01100000	1942-05-15	5440_A
USGS	01100000	1942-05-16	4290_A
USGS	01100000	1942-05-17	3530_A
USGS	01100000	1942-05-18	6160_A
USGS	01100000	1942-05-19	7060_A
USGS	01100000	1942-05-20	7420_A
USGS	01100000	1942-05-21	6450_A
USGS	01100000	1942-05-22	6220_A
USGS	01100000	1942-05-23	6480_A
USGS	01100000	1942-05-24	6650_A
USGS	01100000	1942-05-25	7460_A
USGS	01100000	1942-05-26	6670_A
USGS	01100000	1942-05-27	6150_A
USGS	01100000	1942-05-28	5860_A
USGS	01100000	1942-05-29	5550_A
USGS	01100000	1942-05-30	3640_A
USGS	01100000	1942-05-31	3260_A
USGS	01100000	1942-06-01	4800_A
USGS	01100000	1942-06-02	3650_A
USGS	01100000	1942-06-03	3640_A
USGS	01100000	1942-06-04	2910_A
USGS	01100000	1942-06-05	3550_A
USGS	01100000	1942-06-06	3070_A
USGS	01100000	1942-06-07	1160_A
USGS	01100000	1942-06-08	4360_A
USGS	01100000	1942-06-09	4030_A
USGS	01100000	1942-06-10	3800_A
USGS	01100000	1942-06-11	3730_A
USGS	01100000	1942-06-12	3740_A
USGS	01100000	1942-06-13	2880_A
USGS	01100000	1942-06-14	1100_A
USGS	01100000	1942-06-15	11000_A
USGS	01100000	1942-06-16	24400_A
USGS	01100000	1942-06-17	25400_A
USGS	01100000	1942-06-18	18400_A
USGS	01100000	1942-06-19	14200_A
USGS	01100000	1942-06-20	11100_A
USGS	01100000	1942-06-21	7620_A
USGS	01100000	1942-06-22	8590_A
USGS	01100000	1942-06-23	7330_A
USGS	01100000	1942-06-24	6190_A
USGS	01100000	1942-06-25	5650_A
USGS	01100000	1942-06-26	5580_A
USGS	01100000	1942-06-27	4050_A
USGS	01100000	1942-06-28	1900_A
USGS	01100000	1942-06-29	4520_A
USGS	01100000	1942-06-30	3790_A
USGS	01100000	1942-07-01	3890_A
USGS	01100000	1942-07-02	3570_A
USGS	01100000	1942-07-03	3860_A
USGS	01100000	1942-07-04	2570_A
USGS	01100000	1942-07-05	3660_A
USGS	01100000	1942-07-06	4900_A
USGS	01100000	1942-07-07	4940_A
USGS	01100000	1942-07-08	5210_A
