# ----------------------------- WARNNG --------------------------------
# The data you have obtained from this automated U.S. Geological Survey
# database have not received Director's approval and as such are
# provisional and subject to revision.  The data are released on the
# condition that neither the USGS nor the United States Government may
# be held liable for any damages resulting from its use.
#
# Additional information can be obtained from the USGS at
#   http://waterdata.usgs.gov/nwis/help/?provisional
#
# retrieved: 2006-06-04 23:40:13 EDT
#
# This file consists of tab-separated columns of data for a list of sites.
# Each site is separated by a header section of comments and new column
# definitions. All column headers include the following 3 fields.
#
# column        column definition
# ------------  -----------------------------------------
# agency_cd     Agency collection or maintaining the site
# site_no       USGS site identification number
# datetime      date and time in ISO format (YYYY-mm-dd)
#
# The remaining columns vary for each site depending on which data
# parameters are selected.  The data column names use the following form
# '##_#####' where the first two number sequence uniquely defines the
# sensor (the 'data descriptor') used to collect the data and the
# following 5 number sequence defines the 'parameter_cd' which describes
# the type of data shown in the column.
#
# Data for the following stations is contained in this file
# ---------------------------------------------------------
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
# Available data at this site--lines with asterix '*' are included in this output.
#    DD parameter statistic - Description
#    --   -----     -----     ------------------------------------
#   *02   00060     00003   - Discharge, cubic feet per second (Mean)
#
# Data-value qualifiers included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
#agency_cd	site_no	datetime	02_00060_00003
#5s	15s	16s	14s
USGS	01100000	1960-04-24	18000_A
USGS	01100000	1960-04-25	18300_A
USGS	01100000	1960-04-26	21300_A
USGS	01100000	1960-04-27	22700_A
USGS	01100000	1960-04-28	21400_A
USGS	01100000	1960-04-29	19400_A
USGS	01100000	1960-04-30	17500_A
USGS	01100000	1960-05-01	15200_A
USGS	01100000	1960-05-02	14300_A
USGS	01100000	1960-05-03	15000_A
USGS	01100000	1960-05-04	14100_A
USGS	01100000	1960-05-05	12200_A
USGS	01100000	1960-05-06	11500_A
USGS	01100000	1960-05-07	9710_A
USGS	01100000	1960-05-08	8910_A
USGS	01100000	1960-05-09	9500_A
USGS	01100000	1960-05-10	11000_A
USGS	01100000	1960-05-11	14600_A
USGS	01100000	1960-05-12	16300_A
USGS	01100000	1960-05-13	17200_A
USGS	01100000	1960-05-14	18800_A
USGS	01100000	1960-05-15	18900_A
USGS	01100000	1960-05-16	18000_A
USGS	01100000	1960-05-17	19400_A
USGS	01100000	1960-05-18	18100_A
USGS	01100000	1960-05-19	15100_A
USGS	01100000	1960-05-20	13100_A
USGS	01100000	1960-05-21	11800_A
USGS	01100000	1960-05-22	10300_A
USGS	01100000	1960-05-23	9460_A
USGS	01100000	1960-05-24	9670_A
USGS	01100000	1960-05-25	13700_A
USGS	01100000	1960-05-26	18400_A
USGS	01100000	1960-05-27	17700_A
USGS	01100000	1960-05-28	14900_A
USGS	01100000	1960-05-29	12100_A
USGS	01100000	1960-05-30	10300_A
USGS	01100000	1960-05-31	9460_A
USGS	01100000	1960-06-01	8830_A
USGS	01100000	1960-06-02	9460_A
USGS	01100000	1960-06-03	9420_A
USGS	01100000	1960-06-04	10200_A
USGS	01100000	1960-06-05	10000_A
USGS	01100000	1960-06-06	10300_A
USGS	01100000	1960-06-07	10700_A
USGS	01100000	1960-06-08	9540_A
USGS	01100000	1960-06-09	8140_A
USGS	01100000	1960-06-10	7000_A
USGS	01100000	1960-06-11	5910_A
USGS	01100000	1960-06-12	4890_A
USGS	01100000	1960-06-13	4760_A
USGS	01100000	1960-06-14	4890_A
USGS	01100000	1960-06-15	4560_A
USGS	01100000	1960-06-16	7340_A
USGS	01100000	1960-06-17	11300_A
USGS	01100000	1960-06-18	10600_A
USGS	01100000	1960-06-19	8180_A
USGS	01100000	1960-06-20	6340_A
USGS	01100000	1960-06-21	4890_A
USGS	01100000	1960-06-22	4300_A
USGS	01100000	1960-06-23	4110_A
USGS	01100000	1960-06-24	3950_A
USGS	01100000	1960-06-25	3270_A
USGS	01100000	1960-06-26	4110_A
USGS	01100000	1960-06-27	4720_A
USGS	01100000	1960-06-28	4140_A
USGS	01100000	1960-06-29	3950_A
USGS	01100000	1960-06-30	3800_A
USGS	01100000	1960-07-01	3120_A
USGS	01100000	1960-07-02	2740_A
USGS	01100000	1960-07-03	2470_A
USGS	01100000	1960-07-04	2710_A
USGS	01100000	1960-07-05	3390_A
USGS	01100000	1960-07-06	3330_A
USGS	01100000	1960-07-07	2940_A
USGS	01100000	1960-07-08	2970_A
USGS	01100000	1960-07-09	2740_A
USGS	01100000	1960-07-10	1560_A
USGS	01100000	1960-07-11	2380_A
USGS	01100000	1960-07-12	2220_A
USGS	01100000	1960-07-13	2210_A
USGS	01100000	1960-07-14	2510_A
USGS	01100000	1960-07-15	2660_A
USGS	01100000	1960-07-16	2960_A
USGS	01100000	1960-07-17	2280_A
USGS	01100000	1960-07-18	3090_A
USGS	01100000	1960-07-19	2920_A
USGS	01100000	1960-07-20	2760_A
USGS	01100000	1960-07-21	2900_A
USGS	01100000	1960-07-22	2840_A
USGS	01100000	1960-07-23	1840_A
USGS	01100000	1960-07-24	1690_A
USGS	01100000	1960-07-25	2430_A
USGS	01100000	1960-07-26	2400_A
USGS	01100000	1960-07-27	2410_A
USGS	01100000	1960-07-28	2420_A
USGS	01100000	1960-07-29	1810_A
USGS	01100000	1960-07-30	1380_A
USGS	01100000	1960-07-31	1390_A
USGS	01100000	1960-08-01	4590_A
USGS	01100000	1960-08-02	5290_A
USGS	01100000	1960-08-03	4210_A
USGS	01100000	1960-08-04	3240_A
USGS	01100000	1960-08-05	2810_A
USGS	01100000	1960-08-06	2040_A
USGS	01100000	1960-08-07	1500_A
USGS	01100000	1960-08-08	2850_A
USGS	01100000	1960-08-09	2860_A
USGS	01100000	1960-08-10	2910_A
USGS	01100000	1960-08-11	2990_A
USGS	01100000	1960-08-12	2880_A
USGS	01100000	1960-08-13	2500_A
USGS	01100000	1960-08-14	2080_A
USGS	01100000	1960-08-15	2600_A
USGS	01100000	1960-08-16	2650_A
USGS	01100000	1960-08-17	2700_A
USGS	01100000	1960-08-18	2630_A
USGS	01100000	1960-08-19	2620_A
USGS	01100000	1960-08-20	1640_A
USGS	01100000	1960-08-21	1120_A
USGS	01100000	1960-08-22	2450_A
USGS	01100000	1960-08-23	2470_A
USGS	01100000	1960-08-24	2400_A
USGS	01100000	1960-08-25	2320_A
USGS	01100000	1960-08-26	2220_A
USGS	01100000	1960-08-27	1540_A
USGS	01100000	1960-08-28	948_A
USGS	01100000	1960-08-29	1780_A
USGS	01100000	1960-08-30	1770_A
USGS	01100000	1960-08-31	1730_A
USGS	01100000	1960-09-01	1740_A
USGS	01100000	1960-09-02	1590_A
USGS	01100000	1960-09-03	1060_A
USGS	01100000	1960-09-04	1010_A
USGS	01100000	1960-09-05	1120_A
USGS	01100000	1960-09-06	1860_A
USGS	01100000	1960-09-07	1820_A
USGS	01100000	1960-09-08	1790_A
USGS	01100000	1960-09-09	2000_A
USGS	01100000	1960-09-10	1410_A
USGS	01100000	1960-09-11	859_A
USGS	01100000	1960-09-12	3940_A
USGS	01100000	1960-09-13	14600_A
USGS	01100000	1960-09-14	22100_A
USGS	01100000	1960-09-15	19000_A
USGS	01100000	1960-09-16	13400_A
USGS	01100000	1960-09-17	9250_A
USGS	01100000	1960-09-18	5400_A
USGS	01100000	1960-09-19	5230_A
USGS	01100000	1960-09-20	5740_A
USGS	01100000	1960-09-21	8180_A
USGS	01100000	1960-09-22	8790_A
USGS	01100000	1960-09-23	8380_A
USGS	01100000	1960-09-24	6700_A
USGS	01100000	1960-09-25	4660_A
USGS	01100000	1960-09-26	5160_A
USGS	01100000	1960-09-27	4950_A
USGS	01100000	1960-09-28	4460_A
USGS	01100000	1960-09-29	4590_A
USGS	01100000	1960-09-30	4430_A
USGS	01100000	1960-10-01	4850_A
USGS	01100000	1960-10-02	4590_A
USGS	01100000	1960-10-03	4890_A
USGS	01100000	1960-10-04	4850_A
USGS	01100000	1960-10-05	4210_A
USGS	01100000	1960-10-06	4080_A
USGS	01100000	1960-10-07	3580_A
USGS	01100000	1960-10-08	3330_A
USGS	01100000	1960-10-09	2610_A
USGS	01100000	1960-10-10	3000_A
USGS	01100000	1960-10-11	3030_A
USGS	01100000	1960-10-12	3120_A
USGS	01100000	1960-10-13	3390_A
USGS	01100000	1960-10-14	3060_A
USGS	01100000	1960-10-15	2370_A
USGS	01100000	1960-10-16	2160_A
USGS	01100000	1960-10-17	2700_A
USGS	01100000	1960-10-18	3090_A
USGS	01100000	1960-10-19	3520_A
USGS	01100000	1960-10-20	4210_A
USGS	01100000	1960-10-21	5770_A
USGS	01100000	1960-10-22	6810_A
USGS	01100000	1960-10-23	5840_A
USGS	01100000	1960-10-24	6230_A
USGS	01100000	1960-10-25	8100_A
USGS	01100000	1960-10-26	12300_A
USGS	01100000	1960-10-27	13600_A
USGS	01100000	1960-10-28	10600_A
USGS	01100000	1960-10-29	9380_A
USGS	01100000	1960-10-30	8620_A
USGS	01100000	1960-10-31	6930_A
USGS	01100000	1960-11-01	6930_A
USGS	01100000	1960-11-02	10600_A
USGS	01100000	1960-11-03	13400_A
USGS	01100000	1960-11-04	13700_A
USGS	01100000	1960-11-05	11400_A
USGS	01100000	1960-11-06	9330_A
USGS	01100000	1960-11-07	8300_A
USGS	01100000	1960-11-08	7420_A
USGS	01100000	1960-11-09	7120_A
USGS	01100000	1960-11-10	6850_A
USGS	01100000	1960-11-11	6930_A
USGS	01100000	1960-11-12	7040_A
USGS	01100000	1960-11-13	6160_A
USGS	01100000	1960-11-14	6080_A
USGS	01100000	1960-11-15	6300_A
USGS	01100000	1960-11-16	6080_A
USGS	01100000	1960-11-17	5940_A
USGS	01100000	1960-11-18	5530_A
USGS	01100000	1960-11-19	5190_A
USGS	01100000	1960-11-20	5190_A
USGS	01100000	1960-11-21	5090_A
USGS	01100000	1960-11-22	5260_A
USGS	01100000	1960-11-23	5060_A
USGS	01100000	1960-11-24	4270_A
USGS	01100000	1960-11-25	4920_A
USGS	01100000	1960-11-26	4530_A
USGS	01100000	1960-11-27	3980_A
USGS	01100000	1960-11-28	4330_A
USGS	01100000	1960-11-29	4300_A
USGS	01100000	1960-11-30	6440_A
USGS	01100000	1960-12-01	10400_A
USGS	01100000	1960-12-02	10900_A
USGS	01100000	1960-12-03	9000_A
USGS	01100000	1960-12-04	7120_A
USGS	01100000	1960-12-05	6260_A
USGS	01100000	1960-12-06	6370_A
USGS	01100000	1960-12-07	6120_A
USGS	01100000	1960-12-08	5940_A
USGS	01100000	1960-12-09	5600_A
USGS	01100000	1960-12-10	4950_A
USGS	01100000	1960-12-11	4370_A
USGS	01100000	1960-12-12	4600_A
USGS	01100000	1960-12-13	3700_A
USGS	01100000	1960-12-14	3700_A
USGS	01100000	1960-12-15	4500_A
USGS	01100000	1960-12-16	5000_A
USGS	01100000	1960-12-17	6200_A
USGS	01100000	1960-12-18	6800_A
USGS	01100000	1960-12-19	5000_A
USGS	01100000	1960-12-20	4700_A
USGS	01100000	1960-12-21	4800_A
USGS	01100000	1960-12-22	5200_A
USGS	01100000	1960-12-23	5400_A
USGS	01100000	1960-12-24	4900_A
USGS	01100000	1960-12-25	4700_A
USGS	01100000	1960-12-26	4300_A
USGS	01100000	1960-12-27	4500_A
USGS	01100000	1960-12-28	4700_A
USGS	01100000	1960-12-29	4700_A
USGS	01100000	1960-12-30	4400_A
USGS	01100000	1960-12-31	3900_A
USGS	01100000	1961-01-01	4100_A
USGS	01100000	1961-01-02	4300_A
USGS	01100000	1961-01-03	4500_A
USGS	01100000	1961-01-04	4400_A
USGS	01100000	1961-01-05	4300_A
USGS	01100000	1961-01-06	4100_A
USGS	01100000	1961-01-07	3700_A
USGS	01100000	1961-01-08	3300_A
USGS	01100000	1961-01-09	3800_A
USGS	01100000	1961-01-10	3900_A
USGS	01100000	1961-01-11	3800_A
USGS	01100000	1961-01-12	4000_A
USGS	01100000	1961-01-13	3900_A
USGS	01100000	1961-01-14	3700_A
USGS	01100000	1961-01-15	3100_A
USGS	01100000	1961-01-16	3500_A
USGS	01100000	1961-01-17	3600_A
USGS	01100000	1961-01-18	3550_A
USGS	01100000	1961-01-19	3700_A
USGS	01100000	1961-01-20	3760_A
USGS	01100000	1961-01-21	3640_A
USGS	01100000	1961-01-22	2970_A
USGS	01100000	1961-01-23	3600_A
USGS	01100000	1961-01-24	3600_A
USGS	01100000	1961-01-25	3500_A
USGS	01100000	1961-01-26	3240_A
USGS	01100000	1961-01-27	2910_A
USGS	01100000	1961-01-28	2770_A
USGS	01100000	1961-01-29	2600_A
USGS	01100000	1961-01-30	3330_A
USGS	01100000	1961-01-31	3300_A
USGS	01100000	1961-02-01	3270_A
USGS	01100000	1961-02-02	3200_A
USGS	01100000	1961-02-03	3200_A
USGS	01100000	1961-02-04	3100_A
USGS	01100000	1961-02-05	2900_A
USGS	01100000	1961-02-06	3000_A
USGS	01100000	1961-02-07	2900_A
USGS	01100000	1961-02-08	2940_A
USGS	01100000	1961-02-09	3000_A
USGS	01100000	1961-02-10	3700_A
USGS	01100000	1961-02-11	3480_A
USGS	01100000	1961-02-12	2830_A
USGS	01100000	1961-02-13	3420_A
USGS	01100000	1961-02-14	3270_A
USGS	01100000	1961-02-15	3480_A
USGS	01100000	1961-02-16	3760_A
USGS	01100000	1961-02-17	3860_A
USGS	01100000	1961-02-18	3120_A
USGS	01100000	1961-02-19	3120_A
USGS	01100000	1961-02-20	4240_A
USGS	01100000	1961-02-21	4820_A
USGS	01100000	1961-02-22	5840_A
USGS	01100000	1961-02-23	6160_A
USGS	01100000	1961-02-24	6960_A
USGS	01100000	1961-02-25	7780_A
USGS	01100000	1961-02-26	9290_A
USGS	01100000	1961-02-27	12200_A
USGS	01100000	1961-02-28	16000_A
USGS	01100000	1961-03-01	16400_A
USGS	01100000	1961-03-02	15100_A
USGS	01100000	1961-03-03	13800_A
USGS	01100000	1961-03-04	13200_A
USGS	01100000	1961-03-05	13000_A
USGS	01100000	1961-03-06	13400_A
USGS	01100000	1961-03-07	14100_A
USGS	01100000	1961-03-08	14200_A
USGS	01100000	1961-03-09	13800_A
USGS	01100000	1961-03-10	12700_A
USGS	01100000	1961-03-11	12100_A
USGS	01100000	1961-03-12	11700_A
USGS	01100000	1961-03-13	10900_A
USGS	01100000	1961-03-14	10300_A
USGS	01100000	1961-03-15	9630_A
USGS	01100000	1961-03-16	9880_A
USGS	01100000	1961-03-17	9710_A
USGS	01100000	1961-03-18	8960_A
USGS	01100000	1961-03-19	8830_A
USGS	01100000	1961-03-20	8380_A
USGS	01100000	1961-03-21	8140_A
USGS	01100000	1961-03-22	8100_A
USGS	01100000	1961-03-23	8020_A
USGS	01100000	1961-03-24	8300_A
USGS	01100000	1961-03-25	8870_A
USGS	01100000	1961-03-26	9460_A
USGS	01100000	1961-03-27	11000_A
USGS	01100000	1961-03-28	12200_A
USGS	01100000	1961-03-29	14900_A
USGS	01100000	1961-03-30	20600_A
USGS	01100000	1961-03-31	22000_A
USGS	01100000	1961-04-01	20000_A
USGS	01100000	1961-04-02	21000_A
USGS	01100000	1961-04-03	22000_A
USGS	01100000	1961-04-04	20000_A
USGS	01100000	1961-04-05	17000_A
USGS	01100000	1961-04-06	16500_A
USGS	01100000	1961-04-07	17000_A
USGS	01100000	1961-04-08	17000_A
USGS	01100000	1961-04-09	16500_A
USGS	01100000	1961-04-10	16000_A
USGS	01100000	1961-04-11	17000_A
USGS	01100000	1961-04-12	18000_A
USGS	01100000	1961-04-13	18500_A
USGS	01100000	1961-04-14	20000_A
USGS	01100000	1961-04-15	20500_A
USGS	01100000	1961-04-16	21000_A
USGS	01100000	1961-04-17	25000_A
USGS	01100000	1961-04-18	26000_A
USGS	01100000	1961-04-19	29000_A
USGS	01100000	1961-04-20	27000_A
USGS	01100000	1961-04-21	24000_A
USGS	01100000	1961-04-22	21500_A
USGS	01100000	1961-04-23	21000_A
USGS	01100000	1961-04-24	22500_A
USGS	01100000	1961-04-25	28500_A
USGS	01100000	1961-04-26	29000_A
USGS	01100000	1961-04-27	26500_A
USGS	01100000	1961-04-28	26000_A
USGS	01100000	1961-04-29	23000_A
USGS	01100000	1961-04-30	21500_A
USGS	01100000	1961-05-01	20000_A
USGS	01100000	1961-05-02	18500_A
USGS	01100000	1961-05-03	20000_A
USGS	01100000	1961-05-04	20500_A
USGS	01100000	1961-05-05	17400_A
USGS	01100000	1961-05-06	15100_A
USGS	01100000	1961-05-07	13400_A
USGS	01100000	1961-05-08	12800_A
USGS	01100000	1961-05-09	13000_A
USGS	01100000	1961-05-10	13900_A
USGS	01100000	1961-05-11	15100_A
USGS	01100000	1961-05-12	15000_A
USGS	01100000	1961-05-13	13100_A
USGS	01100000	1961-05-14	12400_A
USGS	01100000	1961-05-15	13000_A
USGS	01100000	1961-05-16	12700_A
USGS	01100000	1961-05-17	11900_A
USGS	01100000	1961-05-18	11100_A
USGS	01100000	1961-05-19	10000_A
USGS	01100000	1961-05-20	8870_A
USGS	01100000	1961-05-21	7540_A
USGS	01100000	1961-05-22	7460_A
USGS	01100000	1961-05-23	7380_A
USGS	01100000	1961-05-24	7740_A
USGS	01100000	1961-05-25	7980_A
USGS	01100000	1961-05-26	7460_A
USGS	01100000	1961-05-27	7700_A
USGS	01100000	1961-05-28	10400_A
USGS	01100000	1961-05-29	11100_A
USGS	01100000	1961-05-30	10100_A
USGS	01100000	1961-05-31	9420_A
USGS	01100000	1961-06-01	7900_A
USGS	01100000	1961-06-02	7230_A
USGS	01100000	1961-06-03	6930_A
USGS	01100000	1961-06-04	7000_A
USGS	01100000	1961-06-05	6590_A
USGS	01100000	1961-06-06	5910_A
USGS	01100000	1961-06-07	5230_A
USGS	01100000	1961-06-08	4270_A
USGS	01100000	1961-06-09	4170_A
USGS	01100000	1961-06-10	4790_A
USGS	01100000	1961-06-11	6660_A
USGS	01100000	1961-06-12	8060_A
USGS	01100000	1961-06-13	7000_A
USGS	01100000	1961-06-14	6300_A
USGS	01100000	1961-06-15	5980_A
USGS	01100000	1961-06-16	5700_A
USGS	01100000	1961-06-17	5060_A
USGS	01100000	1961-06-18	4240_A
USGS	01100000	1961-06-19	4920_A
USGS	01100000	1961-06-20	4240_A
USGS	01100000	1961-06-21	3950_A
USGS	01100000	1961-06-22	3830_A
USGS	01100000	1961-06-23	3890_A
USGS	01100000	1961-06-24	4920_A
USGS	01100000	1961-06-25	4850_A
USGS	01100000	1961-06-26	4850_A
USGS	01100000	1961-06-27	4560_A
USGS	01100000	1961-06-28	4080_A
USGS	01100000	1961-06-29	3520_A
USGS	01100000	1961-06-30	3120_A
USGS	01100000	1961-07-01	2290_A
USGS	01100000	1961-07-02	1820_A
USGS	01100000	1961-07-03	2260_A
USGS	01100000	1961-07-04	2880_A
USGS	01100000	1961-07-05	3330_A
USGS	01100000	1961-07-06	3030_A
USGS	01100000	1961-07-07	2600_A
USGS	01100000	1961-07-08	2210_A
USGS	01100000	1961-07-09	2140_A
USGS	01100000	1961-07-10	2970_A
USGS	01100000	1961-07-11	2880_A
USGS	01100000	1961-07-12	2770_A
USGS	01100000	1961-07-13	2970_A
USGS	01100000	1961-07-14	2690_A
USGS	01100000	1961-07-15	2210_A
USGS	01100000	1961-07-16	1750_A
USGS	01100000	1961-07-17	3100_A
USGS	01100000	1961-07-18	3700_A
USGS	01100000	1961-07-19	3860_A
USGS	01100000	1961-07-20	3520_A
USGS	01100000	1961-07-21	3180_A
USGS	01100000	1961-07-22	2660_A
USGS	01100000	1961-07-23	2180_A
USGS	01100000	1961-07-24	3310_A
USGS	01100000	1961-07-25	3240_A
USGS	01100000	1961-07-26	3210_A
USGS	01100000	1961-07-27	3060_A
USGS	01100000	1961-07-28	3000_A
USGS	01100000	1961-07-29	2600_A
USGS	01100000	1961-07-30	1910_A
USGS	01100000	1961-07-31	3240_A
USGS	01100000	1961-08-01	3030_A
USGS	01100000	1961-08-02	2940_A
USGS	01100000	1961-08-03	2710_A
USGS	01100000	1961-08-04	2740_A
USGS	01100000	1961-08-05	2060_A
USGS	01100000	1961-08-06	523_A
USGS	01100000	1961-08-07	1940_A
USGS	01100000	1961-08-08	2060_A
USGS	01100000	1961-08-09	2110_A
USGS	01100000	1961-08-10	2080_A
USGS	01100000	1961-08-11	1980_A
USGS	01100000	1961-08-12	1730_A
USGS	01100000	1961-08-13	1320_A
USGS	01100000	1961-08-14	1780_A
USGS	01100000	1961-08-15	1780_A
USGS	01100000	1961-08-16	1520_A
USGS	01100000	1961-08-17	1560_A
USGS	01100000	1961-08-18	1580_A
USGS	01100000	1961-08-19	1320_A
USGS	01100000	1961-08-20	977_A
USGS	01100000	1961-08-21	1500_A
USGS	01100000	1961-08-22	1520_A
USGS	01100000	1961-08-23	1600_A
USGS	01100000	1961-08-24	1800_A
USGS	01100000	1961-08-25	1600_A
USGS	01100000	1961-08-26	1300_A
USGS	01100000	1961-08-27	1500_A
USGS	01100000	1961-08-28	1600_A
USGS	01100000	1961-08-29	2000_A
USGS	01100000	1961-08-30	3400_A
USGS	01100000	1961-08-31	3300_A
USGS	01100000	1961-09-01	2900_A
USGS	01100000	1961-09-02	2300_A
USGS	01100000	1961-09-03	2100_A
USGS	01100000	1961-09-04	2000_A
USGS	01100000	1961-09-05	1900_A
USGS	01100000	1961-09-06	1700_A
USGS	01100000	1961-09-07	1500_A
USGS	01100000	1961-09-08	2000_A
USGS	01100000	1961-09-09	1600_A
USGS	01100000	1961-09-10	1300_A
USGS	01100000	1961-09-11	1700_A
USGS	01100000	1961-09-12	1800_A
USGS	01100000	1961-09-13	1700_A
USGS	01100000	1961-09-14	1800_A
USGS	01100000	1961-09-15	2000_A
USGS	01100000	1961-09-16	1900_A
USGS	01100000	1961-09-17	1500_A
USGS	01100000	1961-09-18	2300_A
USGS	01100000	1961-09-19	2300_A
USGS	01100000	1961-09-20	2100_A
USGS	01100000	1961-09-21	4000_A
USGS	01100000	1961-09-22	5200_A
USGS	01100000	1961-09-23	4000_A
USGS	01100000	1961-09-24	3600_A
USGS	01100000	1961-09-25	4200_A
USGS	01100000	1961-09-26	4500_A
USGS	01100000	1961-09-27	4300_A
USGS	01100000	1961-09-28	3900_A
USGS	01100000	1961-09-29	3640_A
USGS	01100000	1961-09-30	2800_A
USGS	01100000	1961-10-01	2040_A
USGS	01100000	1961-10-02	3090_A
USGS	01100000	1961-10-03	2830_A
USGS	01100000	1961-10-04	2880_A
USGS	01100000	1961-10-05	2660_A
USGS	01100000	1961-10-06	3050_A
USGS	01100000	1961-10-07	2800_A
USGS	01100000	1961-10-08	2340_A
USGS	01100000	1961-10-09	2660_A
USGS	01100000	1961-10-10	2470_A
USGS	01100000	1961-10-11	2390_A
USGS	01100000	1961-10-12	2110_A
USGS	01100000	1961-10-13	2310_A
USGS	01100000	1961-10-14	2160_A
USGS	01100000	1961-10-15	1520_A
USGS	01100000	1961-10-16	2700_A
USGS	01100000	1961-10-17	2870_A
USGS	01100000	1961-10-18	2950_A
USGS	01100000	1961-10-19	3080_A
USGS	01100000	1961-10-20	2970_A
USGS	01100000	1961-10-21	2180_A
USGS	01100000	1961-10-22	1500_A
USGS	01100000	1961-10-23	2500_A
USGS	01100000	1961-10-24	2390_A
USGS	01100000	1961-10-25	2570_A
USGS	01100000	1961-10-26	2570_A
USGS	01100000	1961-10-27	2500_A
USGS	01100000	1961-10-28	1870_A
USGS	01100000	1961-10-29	1280_A
USGS	01100000	1961-10-30	1880_A
USGS	01100000	1961-10-31	1910_A
USGS	01100000	1961-11-01	1890_A
USGS	01100000	1961-11-02	2010_A
USGS	01100000	1961-11-03	1840_A
USGS	01100000	1961-11-04	1380_A
USGS	01100000	1961-11-05	993_A
USGS	01100000	1961-11-06	1810_A
USGS	01100000	1961-11-07	2110_A
USGS	01100000	1961-11-08	3130_A
USGS	01100000	1961-11-09	4950_A
USGS	01100000	1961-11-10	4720_A
USGS	01100000	1961-11-11	3480_A
USGS	01100000	1961-11-12	2600_A
USGS	01100000	1961-11-13	3590_A
USGS	01100000	1961-11-14	3550_A
USGS	01100000	1961-11-15	3500_A
USGS	01100000	1961-11-16	3370_A
USGS	01100000	1961-11-17	3320_A
USGS	01100000	1961-11-18	2800_A
USGS	01100000	1961-11-19	3090_A
USGS	01100000	1961-11-20	3460_A
USGS	01100000	1961-11-21	3610_A
USGS	01100000	1961-11-22	3890_A
USGS	01100000	1961-11-23	3000_A
USGS	01100000	1961-11-24	4110_A
USGS	01100000	1961-11-25	5630_A
USGS	01100000	1961-11-26	7270_A
USGS	01100000	1961-11-27	6770_A
USGS	01100000	1961-11-28	6440_A
USGS	01100000	1961-11-29	5770_A
USGS	01100000	1961-11-30	5430_A
USGS	01100000	1961-12-01	4790_A
USGS	01100000	1961-12-02	4110_A
USGS	01100000	1961-12-03	3580_A
USGS	01100000	1961-12-04	3950_A
USGS	01100000	1961-12-05	3920_A
USGS	01100000	1961-12-06	4240_A
USGS	01100000	1961-12-07	5160_A
USGS	01100000	1961-12-08	5530_A
USGS	01100000	1961-12-09	4850_A
USGS	01100000	1961-12-10	3800_A
USGS	01100000	1961-12-11	4400_A
USGS	01100000	1961-12-12	3890_A
USGS	01100000	1961-12-13	3670_A
USGS	01100000	1961-12-14	3890_A
USGS	01100000	1961-12-15	4010_A
USGS	01100000	1961-12-16	3100_A
USGS	01100000	1961-12-17	2770_A
USGS	01100000	1961-12-18	3450_A
USGS	01100000	1961-12-19	3240_A
USGS	01100000	1961-12-20	3300_A
USGS	01100000	1961-12-21	3420_A
USGS	01100000	1961-12-22	3360_A
USGS	01100000	1961-12-23	3270_A
USGS	01100000	1961-12-24	2770_A
USGS	01100000	1961-12-25	2660_A
USGS	01100000	1961-12-26	3060_A
USGS	01100000	1961-12-27	2940_A
USGS	01100000	1961-12-28	3060_A
USGS	01100000	1961-12-29	3200_A
USGS	01100000	1961-12-30	3600_A
USGS	01100000	1961-12-31	3200_A
USGS	01100000	1962-01-01	3300_A
USGS	01100000	1962-01-02	3550_A
USGS	01100000	1962-01-03	3760_A
USGS	01100000	1962-01-04	3640_A
USGS	01100000	1962-01-05	3670_A
USGS	01100000	1962-01-06	3330_A
USGS	01100000	1962-01-07	3610_A
USGS	01100000	1962-01-08	4920_A
USGS	01100000	1962-01-09	6740_A
USGS	01100000	1962-01-10	6620_A
USGS	01100000	1962-01-11	6340_A
USGS	01100000	1962-01-12	5940_A
USGS	01100000	1962-01-13	4950_A
USGS	01100000	1962-01-14	4050_A
USGS	01100000	1962-01-15	4170_A
USGS	01100000	1962-01-16	5260_A
USGS	01100000	1962-01-17	6500_A
USGS	01100000	1962-01-18	6600_A
USGS	01100000	1962-01-19	6520_A
USGS	01100000	1962-01-20	5740_A
USGS	01100000	1962-01-21	4820_A
USGS	01100000	1962-01-22	5230_A
USGS	01100000	1962-01-23	5600_A
USGS	01100000	1962-01-24	5630_A
USGS	01100000	1962-01-25	5700_A
USGS	01100000	1962-01-26	5460_A
USGS	01100000	1962-01-27	5290_A
USGS	01100000	1962-01-28	4590_A
USGS	01100000	1962-01-29	5260_A
USGS	01100000	1962-01-30	5020_A
USGS	01100000	1962-01-31	4800_A
USGS	01100000	1962-02-01	4600_A
USGS	01100000	1962-02-02	4200_A
USGS	01100000	1962-02-03	3700_A
USGS	01100000	1962-02-04	2830_A
USGS	01100000	1962-02-05	3670_A
USGS	01100000	1962-02-06	4010_A
USGS	01100000	1962-02-07	4170_A
USGS	01100000	1962-02-08	4170_A
USGS	01100000	1962-02-09	4010_A
USGS	01100000	1962-02-10	3580_A
USGS	01100000	1962-02-11	2970_A
USGS	01100000	1962-02-12	3210_A
USGS	01100000	1962-02-13	3300_A
USGS	01100000	1962-02-14	3240_A
USGS	01100000	1962-02-15	3270_A
USGS	01100000	1962-02-16	3180_A
