Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Description	Type	Position	Altitude	Depth	Proximity	Temperature	Display Mode	Color	Symbol	Facility	City	State	Country	Date Modified	Link	Categories

Waypoint	FRODO		User Waypoint	N42 49.271 W70 48.804	29 ft				Symbol & Name	Unknown	Contact, Biker							
Waypoint	GANDALF		User Waypoint	N42 48.929 W70 47.413	0.4 ft				Symbol & Name	Unknown	Contact, Ranger							
Waypoint	GIMLI		User Waypoint	N42 48.710 W70 48.192	0.4 ft				Symbol & Name	Unknown	Contact, Goatee							
Waypoint	LEGOLAS		User Waypoint	N42 48.328 W70 48.374	0.4 ft				Symbol & Name	Unknown	Contact, Alien							
Waypoint	PIPPIN		User Waypoint	N41 35.694 W70 54.600	45 ft				Symbol & Name	Unknown	Contact, Pirate							
Waypoint	SAMWISE		User Waypoint	N42 48.338 W70 48.309	0.4 ft				Symbol & Name	Unknown	Contact, Ball Cap							
Waypoint	STRIDER		User Waypoint	N42 48.788 W70 47.606	0.4 ft				Symbol & Name	Unknown	Contact, Spike							


Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/21/2006 6:58:05 AM 	00:23:31	1.08 mi	2.8 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 49.054 W70 47.843	5/21/2006 7:43:59 AM 	-23.2 ft		168 ft	00:00:15	7.7 mph	82° true
Trackpoint	N42 49.059 W70 47.804	5/21/2006 7:44:14 AM 	-15.3 ft		175 ft	00:00:15	8.0 mph	80° true
Trackpoint	N42 49.063 W70 47.767	5/21/2006 7:44:29 AM 	-9.0 ft		168 ft	00:00:15	7.7 mph	82° true
Trackpoint	N42 49.064 W70 47.736	5/21/2006 7:44:44 AM 	15 ft		138 ft	00:00:15	6.3 mph	87° true
Trackpoint	N42 49.063 W70 47.711	5/21/2006 7:44:59 AM 	15 ft		110 ft	00:00:15	5.0 mph	94° true
Trackpoint	N42 49.063 W70 47.691	5/21/2006 7:45:14 AM 	-1.1 ft		92 ft	00:00:15	4.2 mph	90° true
Trackpoint	N42 49.064 W70 47.672	5/21/2006 7:45:29 AM 	4 ft		87 ft	00:00:15	3.9 mph	85° true
Trackpoint	N42 49.067 W70 47.652	5/21/2006 7:45:44 AM 	24 ft		88 ft	00:00:15	4.0 mph	80° true
Trackpoint	N42 49.069 W70 47.635	5/21/2006 7:45:59 AM 	35 ft		76 ft	00:00:15	3.5 mph	78° true
Trackpoint	N42 49.070 W70 47.620	5/21/2006 7:46:14 AM 	24 ft		69 ft	00:00:15	3.2 mph	84° true
Trackpoint	N42 49.072 W70 47.605	5/21/2006 7:46:29 AM 	16 ft		69 ft	00:00:15	3.2 mph	84° true
Trackpoint	N42 49.073 W70 47.590	5/21/2006 7:46:44 AM 	-4.3 ft		64 ft	00:00:15	2.9 mph	83° true
Trackpoint	N42 49.073 W70 47.575	5/21/2006 7:46:59 AM 	-10.6 ft		69 ft	00:00:15	3.1 mph	90° true
Trackpoint	N42 49.074 W70 47.557	5/21/2006 7:47:14 AM 	4 ft		81 ft	00:00:15	3.7 mph	84° true
Trackpoint	N42 49.074 W70 47.540	5/21/2006 7:47:29 AM 	7 ft		75 ft	00:00:15	3.4 mph	90° true
Trackpoint	N42 49.074 W70 47.525	5/21/2006 7:47:44 AM 	10 ft		69 ft	00:00:15	3.1 mph	90° true
Trackpoint	N42 49.074 W70 47.508	5/21/2006 7:47:59 AM 	15 ft		75 ft	00:00:15	3.4 mph	90° true
Trackpoint	N42 49.074 W70 47.494	5/21/2006 7:48:14 AM 	10 ft		63 ft	00:00:15	2.9 mph	90° true
Trackpoint	N42 49.074 W70 47.478	5/21/2006 7:48:29 AM 	4 ft		69 ft	00:00:15	3.1 mph	90° true
Trackpoint	N42 49.073 W70 47.464	5/21/2006 7:48:44 AM 	10 ft		64 ft	00:00:15	2.9 mph	97° true
Trackpoint	N42 49.073 W70 47.449	5/21/2006 7:48:59 AM 	16 ft		69 ft	00:00:15	3.1 mph	90° true
Trackpoint	N42 49.073 W70 47.435	5/21/2006 7:49:14 AM 	15 ft		63 ft	00:00:15	2.9 mph	90° true
Trackpoint	N42 49.074 W70 47.420	5/21/2006 7:49:29 AM 	10 ft		64 ft	00:00:15	2.9 mph	83° true
Trackpoint	N42 49.074 W70 47.408	5/21/2006 7:49:44 AM 	0.5 ft		57 ft	00:00:15	2.6 mph	90° true
Trackpoint	N42 49.076 W70 47.395	5/21/2006 7:49:59 AM 	-9.0 ft		58 ft	00:00:15	2.6 mph	82° true
Trackpoint	N42 49.076 W70 47.382	5/21/2006 7:50:14 AM 	-13.7 ft		57 ft	00:00:15	2.6 mph	90° true
Trackpoint	N42 49.076 W70 47.368	5/21/2006 7:50:29 AM 	-15.3 ft		63 ft	00:00:15	2.9 mph	90° true
Trackpoint	N42 49.076 W70 47.354	5/21/2006 7:50:44 AM 	-12.2 ft		63 ft	00:00:15	2.9 mph	90° true
Trackpoint	N42 49.076 W70 47.338	5/21/2006 7:50:59 AM 	-1.1 ft		69 ft	00:00:15	3.1 mph	90° true
Trackpoint	N42 49.077 W70 47.323	5/21/2006 7:51:14 AM 	10 ft		69 ft	00:00:15	3.2 mph	84° true
Trackpoint	N42 49.081 W70 47.308	5/21/2006 7:51:29 AM 	10 ft		67 ft	00:00:15	3.1 mph	70° true
Trackpoint	N42 49.085 W70 47.294	5/21/2006 7:51:44 AM 	10 ft		67 ft	00:00:15	3.1 mph	70° true
Trackpoint	N42 49.090 W70 47.280	5/21/2006 7:51:59 AM 	10 ft		71 ft	00:00:15	3.2 mph	64° true

Track	ACTIVE LOG 003	5/21/2006 8:36:36 AM 	00:01:15	454 ft	4.1 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 49.206 W70 48.644	5/21/2006 8:36:36 AM 	10 ft
Trackpoint	N42 49.211 W70 48.662	5/21/2006 8:36:51 AM 	10 ft		86 ft	00:00:15	3.9 mph	291° true
Trackpoint	N42 49.221 W70 48.677	5/21/2006 8:37:06 AM 	10 ft		93 ft	00:00:15	4.2 mph	312° true
Trackpoint	N42 49.231 W70 48.692	5/21/2006 8:37:21 AM 	10 ft		93 ft	00:00:15	4.2 mph	312° true
Trackpoint	N42 49.240 W70 48.709	5/21/2006 8:37:36 AM 	10 ft		93 ft	00:00:15	4.2 mph	306° true
Trackpoint	N42 49.249 W70 48.725	5/21/2006 8:37:51 AM 	10 ft		88 ft	00:00:15	4.0 mph	308° true

Track	ACTIVE LOG 004	5/21/2006 10:51:36 AM 	00:00:45	415 ft	6.3 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 48.805 W70 45.541	5/21/2006 10:51:36 AM 	81 ft
Trackpoint	N42 48.790 W70 45.563	5/21/2006 10:51:51 AM 	21 ft		136 ft	00:00:15	6.2 mph	226° true
Trackpoint	N42 48.772 W70 45.578	5/21/2006 10:52:06 AM 	24 ft		130 ft	00:00:15	5.9 mph	212° true
Trackpoint	N42 48.755 W70 45.603	5/21/2006 10:52:21 AM 	8 ft		149 ft	00:00:15	6.8 mph	227° true

Track	ACTIVE LOG 005	5/21/2006 10:53:25 AM 	07:36:15	36.4 mi	4.8 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course

Trackpoint	N42 48.720 W70 45.751	5/21/2006 10:53:25 AM 	152 ft
Trackpoint	N42 48.734 W70 45.742	5/21/2006 10:53:40 AM 	16 ft		95 ft	00:00:15	4.3 mph	25° true
Trackpoint	N42 48.732 W70 45.771	5/21/2006 10:53:55 AM 	15 ft		133 ft	00:00:15	6.1 mph	263° true
Trackpoint	N42 48.728 W70 45.800	5/21/2006 10:54:10 AM 	7 ft		129 ft	00:00:15	5.8 mph	259° true
Trackpoint	N42 48.727 W70 45.832	5/21/2006 10:54:25 AM 	10 ft		144 ft	00:00:15	6.5 mph	267° true
Trackpoint	N42 48.727 W70 45.863	5/21/2006 10:54:40 AM 	10 ft		138 ft	00:00:15	6.3 mph	270° true
Trackpoint	N42 48.732 W70 45.895	5/21/2006 10:54:55 AM 	7 ft		147 ft	00:00:15	6.7 mph	282° true
Trackpoint	N42 48.738 W70 45.927	5/21/2006 10:55:10 AM 	7 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.746 W70 45.958	5/21/2006 10:55:25 AM 	7 ft		146 ft	00:00:15	6.6 mph	289° true
Trackpoint	N42 48.752 W70 45.990	5/21/2006 10:55:40 AM 	11 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.758 W70 46.022	5/21/2006 10:55:55 AM 	8 ft		147 ft	00:00:15	6.7 mph	282° true
Trackpoint	N42 48.764 W70 46.054	5/21/2006 10:56:10 AM 	11 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.768 W70 46.087	5/21/2006 10:56:25 AM 	11 ft		146 ft	00:00:15	6.6 mph	279° true
Trackpoint	N42 48.769 W70 46.120	5/21/2006 10:56:40 AM 	8 ft		150 ft	00:00:15	6.8 mph	273° true
Trackpoint	N42 48.772 W70 46.152	5/21/2006 10:56:55 AM 	10 ft		145 ft	00:00:15	6.6 mph	276° true
Trackpoint	N42 48.773 W70 46.184	5/21/2006 10:57:10 AM 	7 ft		144 ft	00:00:15	6.5 mph	273° true
Trackpoint	N42 48.774 W70 46.217	5/21/2006 10:57:25 AM 	7 ft		144 ft	00:00:15	6.5 mph	273° true
Trackpoint	N42 48.774 W70 46.250	5/21/2006 10:57:40 AM 	5 ft		149 ft	00:00:15	6.8 mph	270° true
Trackpoint	N42 48.776 W70 46.282	5/21/2006 10:57:55 AM 	7 ft		144 ft	00:00:15	6.5 mph	273° true
Trackpoint	N42 48.777 W70 46.315	5/21/2006 10:58:10 AM 	7 ft		144 ft	00:00:15	6.5 mph	273° true
Trackpoint	N42 48.779 W70 46.347	5/21/2006 10:58:25 AM 	7 ft		145 ft	00:00:15	6.6 mph	276° true
Trackpoint	N42 48.783 W70 46.379	5/21/2006 10:58:40 AM 	8 ft		146 ft	00:00:15	6.6 mph	279° true
Trackpoint	N42 48.788 W70 46.411	5/21/2006 10:58:55 AM 	10 ft		147 ft	00:00:15	6.7 mph	282° true
Trackpoint	N42 48.794 W70 46.442	5/21/2006 10:59:10 AM 	10 ft		141 ft	00:00:15	6.4 mph	283° true
Trackpoint	N42 48.797 W70 46.475	5/21/2006 10:59:25 AM 	8 ft		151 ft	00:00:15	6.9 mph	279° true
Trackpoint	N42 48.800 W70 46.509	5/21/2006 10:59:40 AM 	7 ft		150 ft	00:00:15	6.8 mph	276° true
Trackpoint	N42 48.800 W70 46.544	5/21/2006 10:59:55 AM 	7 ft		155 ft	00:00:15	7.1 mph	270° true
Trackpoint	N42 48.799 W70 46.577	5/21/2006 11:00:10 AM 	8 ft		150 ft	00:00:15	6.8 mph	267° true
Trackpoint	N42 48.797 W70 46.612	5/21/2006 11:00:25 AM 	8 ft		155 ft	00:00:15	7.1 mph	267° true
Trackpoint	N42 48.796 W70 46.645	5/21/2006 11:00:40 AM 	8 ft		150 ft	00:00:15	6.8 mph	267° true
Trackpoint	N42 48.792 W70 46.680	5/21/2006 11:00:55 AM 	8 ft		157 ft	00:00:15	7.1 mph	261° true
Trackpoint	N42 48.786 W70 46.714	5/21/2006 11:01:10 AM 	10 ft		155 ft	00:00:15	7.0 mph	255° true
Trackpoint	N42 48.781 W70 46.747	5/21/2006 11:01:25 AM 	10 ft		153 ft	00:00:15	6.9 mph	258° true
Trackpoint	N42 48.777 W70 46.781	5/21/2006 11:01:40 AM 	8 ft		151 ft	00:00:15	6.9 mph	261° true
Trackpoint	N42 48.772 W70 46.814	5/21/2006 11:01:55 AM 	8 ft		153 ft	00:00:15	6.9 mph	258° true
Trackpoint	N42 48.767 W70 46.849	5/21/2006 11:02:10 AM 	8 ft		158 ft	00:00:15	7.2 mph	259° true
Trackpoint	N42 48.763 W70 46.882	5/21/2006 11:02:25 AM 	8 ft		151 ft	00:00:15	6.9 mph	261° true
Trackpoint	N42 48.765 W70 46.916	5/21/2006 11:02:40 AM 	8 ft		150 ft	00:00:15	6.8 mph	276° true
Trackpoint	N42 48.770 W70 46.948	5/21/2006 11:02:55 AM 	8 ft		147 ft	00:00:15	6.7 mph	282° true
Trackpoint	N42 48.778 W70 46.980	5/21/2006 11:03:10 AM 	10 ft		151 ft	00:00:15	6.9 mph	288° true
Trackpoint	N42 48.787 W70 47.012	5/21/2006 11:03:25 AM 	11 ft		154 ft	00:00:15	7.0 mph	291° true
Trackpoint	N42 48.794 W70 47.045	5/21/2006 11:03:40 AM 	10 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.800 W70 47.077	5/21/2006 11:03:55 AM 	11 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.804 W70 47.109	5/21/2006 11:04:10 AM 	11 ft		146 ft	00:00:15	6.6 mph	279° true
Trackpoint	N42 48.817 W70 47.137	5/21/2006 11:04:25 AM 	10 ft		149 ft	00:00:15	6.8 mph	302° true
Trackpoint	N42 48.831 W70 47.164	5/21/2006 11:04:40 AM 	11 ft		148 ft	00:00:15	6.7 mph	306° true
Trackpoint	N42 48.846 W70 47.190	5/21/2006 11:04:55 AM 	13 ft		149 ft	00:00:15	6.8 mph	309° true
Trackpoint	N42 48.862 W70 47.214	5/21/2006 11:05:10 AM 	15 ft		144 ft	00:00:15	6.6 mph	311° true
Trackpoint	N42 48.876 W70 47.241	5/21/2006 11:05:25 AM 	13 ft		148 ft	00:00:15	6.7 mph	306° true
Trackpoint	N42 48.884 W70 47.271	5/21/2006 11:05:40 AM 	13 ft		140 ft	00:00:15	6.4 mph	290° true
Trackpoint	N42 48.890 W70 47.302	5/21/2006 11:05:55 AM 	11 ft		143 ft	00:00:15	6.5 mph	286° true
Trackpoint	N42 48.897 W70 47.334	5/21/2006 11:06:10 AM 	11 ft		149 ft	00:00:15	6.8 mph	285° true
Trackpoint	N42 48.906 W70 47.363	5/21/2006 11:06:25 AM 	11 ft		138 ft	00:00:15	6.3 mph	293° true
Trackpoint	N42 48.917 W70 47.391	5/21/2006 11:06:40 AM 	11 ft		145 ft	00:00:15	6.6 mph	299° true
Trackpoint	N42 48.925 W70 47.422	5/21/2006 11:06:55 AM 	10 ft		146 ft	00:00:15	6.6 mph	289° true
Trackpoint	N42 48.934 W70 47.451	5/21/2006 11:07:10 AM 	8 ft		143 ft	00:00:15	6.5 mph	293° true
Trackpoint	N42 48.940 W70 47.481	5/21/2006 11:07:25 AM 	8 ft		138 ft	00:00:15	6.3 mph	287° true
Trackpoint	N42 48.946 W70 47.512	5/21/2006 11:07:40 AM 	8 ft		141 ft	00:00:15	6.4 mph	283° true
Trackpoint	N42 48.952 W70 47.543	5/21/2006 11:07:55 AM 	10 ft		143 ft	00:00:15	6.5 mph	286° true
Trackpoint	N42 48.960 W70 47.572	5/21/2006 11:08:10 AM 	10 ft		140 ft	00:00:15	6.4 mph	290° true
Trackpoint	N42 48.966 W70 47.603	5/21/2006 11:08:25 AM 	8 ft		143 ft	00:00:15	6.5 mph	286° true
Trackpoint	N42 48.973 W70 47.633	5/21/2006 11:08:40 AM 	8 ft		138 ft	00:00:15	6.3 mph	287° true
Trackpoint	N42 48.978 W70 47.664	5/21/2006 11:08:55 AM 	8 ft		141 ft	00:00:15	6.4 mph	283° true
Trackpoint	N42 48.978 W70 47.696	5/21/2006 11:09:10 AM 	8 ft		144 ft	00:00:15	6.5 mph	270° true
Trackpoint	N42 48.979 W70 47.726	5/21/2006 11:09:25 AM 	8 ft		132 ft	00:00:15	6.0 mph	273° true
Trackpoint	N42 48.979 W70 47.756	5/21/2006 11:09:40 AM 	7 ft		138 ft	00:00:15	6.3 mph	270° true
Trackpoint	N42 48.979 W70 47.789	5/21/2006 11:09:55 AM 	7 ft		144 ft	00:00:15	6.5 mph	270° true
Trackpoint	N42 48.984 W70 47.825	5/21/2006 11:10:10 AM 	7 ft		164 ft	00:00:15	7.5 mph	281° true
Trackpoint	N42 48.985 W70 47.853	5/21/2006 11:10:25 AM 	8 ft		127 ft	00:00:15	5.8 mph	274° true
Trackpoint	N42 48.988 W70 47.883	5/21/2006 11:10:40 AM 	8 ft		133 ft	00:00:15	6.1 mph	277° true
Trackpoint	N42 48.992 W70 47.912	5/21/2006 11:10:55 AM 	7 ft		134 ft	00:00:15	6.1 mph	280° true
Trackpoint	N42 48.996 W70 47.939	5/21/2006 11:11:10 AM 	5 ft		123 ft	00:00:15	5.6 mph	281° true
Trackpoint	N42 48.997 W70 47.965	5/21/2006 11:11:25 AM 	7 ft		115 ft	00:00:15	5.2 mph	274° true
Trackpoint	N42 49.000 W70 47.992	5/21/2006 11:11:40 AM 	7 ft		122 ft	00:00:15	5.5 mph	277° true
Trackpoint	N42 49.001 W70 48.020	5/21/2006 11:11:55 AM 	7 ft		127 ft	00:00:15	5.8 mph	274° true
Trackpoint	N42 49.003 W70 48.045	5/21/2006 11:12:10 AM 	7 ft		110 ft	00:00:15	5.0 mph	278° true
Trackpoint	N42 49.006 W70 48.071	5/21/2006 11:12:25 AM 	7 ft		116 ft	00:00:15	5.3 mph	278° true
Trackpoint	N42 49.007 W70 48.095	5/21/2006 11:12:40 AM 	7 ft		110 ft	00:00:15	5.0 mph	274° true
Trackpoint	N42 49.007 W70 48.118	5/21/2006 11:12:55 AM 	7 ft		103 ft	00:00:15	4.7 mph	270° true
Trackpoint	N42 49.007 W70 48.141	5/21/2006 11:13:10 AM 	7 ft		103 ft	00:00:15	4.7 mph	270° true
Trackpoint	N42 49.007 W70 48.162	5/21/2006 11:13:25 AM 	8 ft		92 ft	00:00:15	4.2 mph	270° true
Trackpoint	N42 49.007 W70 48.184	5/21/2006 11:13:40 AM 	7 ft		98 ft	00:00:15	4.4 mph	270° true
Trackpoint	N42 49.011 W70 48.206	5/21/2006 11:13:55 AM 	7 ft		101 ft	00:00:15	4.6 mph	284° true
Trackpoint	N42 49.015 W70 48.225	5/21/2006 11:14:10 AM 	7 ft		89 ft	00:00:15	4.1 mph	285° true
Trackpoint	N42 49.016 W70 48.248	5/21/2006 11:14:25 AM 	7 ft		104 ft	00:00:15	4.7 mph	274° true
Trackpoint	N42 49.020 W70 48.269	5/21/2006 11:14:40 AM 	7 ft		95 ft	00:00:15	4.3 mph	284° true
Trackpoint	N42 49.025 W70 48.288	5/21/2006 11:14:55 AM 	7 ft		92 ft	00:00:15	4.2 mph	290° true
Trackpoint	N42 49.027 W70 48.310	5/21/2006 11:15:10 AM 	7 ft		98 ft	00:00:15	4.5 mph	275° true
Trackpoint	N42 49.029 W70 48.333	5/21/2006 11:15:25 AM 	7 ft		105 ft	00:00:15	4.8 mph	279° true
Trackpoint	N42 49.032 W70 48.356	5/21/2006 11:15:40 AM 	7 ft		105 ft	00:00:15	4.8 mph	279° true
Trackpoint	N42 49.033 W70 48.381	5/21/2006 11:15:55 AM 	7 ft		110 ft	00:00:15	5.0 mph	274° true
Trackpoint	N42 49.036 W70 48.408	5/21/2006 11:16:10 AM 	7 ft		122 ft	00:00:15	5.5 mph	277° true
Trackpoint	N42 49.036 W70 48.438	5/21/2006 11:16:25 AM 	7 ft		132 ft	00:00:15	6.0 mph	270° true
Trackpoint	N42 49.037 W70 48.471	5/21/2006 11:16:40 AM 	7 ft		150 ft	00:00:15	6.8 mph	273° true
Trackpoint	N42 49.043 W70 48.504	5/21/2006 11:16:55 AM 	8 ft		155 ft	00:00:15	7.0 mph	285° true
Trackpoint	N42 49.050 W70 48.533	5/21/2006 11:17:10 AM 	8 ft		132 ft	00:00:15	6.0 mph	287° true
Trackpoint	N42 49.055 W70 48.560	5/21/2006 11:17:25 AM 	7 ft		125 ft	00:00:15	5.7 mph	285° true
Trackpoint	N42 49.059 W70 48.587	5/21/2006 11:17:40 AM 	7 ft		123 ft	00:00:15	5.6 mph	281° true
Trackpoint	N42 49.061 W70 48.611	5/21/2006 11:17:55 AM 	7 ft		110 ft	00:00:15	5.0 mph	278° true
Trackpoint	N42 49.070 W70 48.629	5/21/2006 11:18:10 AM 	10 ft		97 ft	00:00:15	4.4 mph	304° true
Trackpoint	N42 49.085 W70 48.635	5/21/2006 11:18:25 AM 	13 ft		89 ft	00:00:15	4.1 mph	345° true
Trackpoint	N42 49.100 W70 48.628	5/21/2006 11:18:40 AM 	16 ft		98 ft	00:00:15	4.5 mph	17° true
Trackpoint	N42 49.106 W70 48.620	5/21/2006 11:18:55 AM 	11 ft		52 ft	00:00:15	2.4 mph	41° true
Trackpoint	N42 49.105 W70 48.615	5/21/2006 11:19:10 AM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.104 W70 48.610	5/21/2006 11:19:25 AM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.103 W70 48.605	5/21/2006 11:19:40 AM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.100 W70 48.598	5/21/2006 11:19:55 AM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 49.099 W70 48.593	5/21/2006 11:20:10 AM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.097 W70 48.588	5/21/2006 11:20:25 AM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.095 W70 48.582	5/21/2006 11:20:40 AM 	7 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 49.092 W70 48.577	5/21/2006 11:20:55 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.090 W70 48.570	5/21/2006 11:21:10 AM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 49.087 W70 48.565	5/21/2006 11:21:25 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.086 W70 48.559	5/21/2006 11:21:40 AM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 49.083 W70 48.553	5/21/2006 11:21:55 AM 	7 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.082 W70 48.548	5/21/2006 11:22:10 AM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.079 W70 48.543	5/21/2006 11:22:25 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.077 W70 48.538	5/21/2006 11:22:40 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.074 W70 48.533	5/21/2006 11:22:55 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.072 W70 48.528	5/21/2006 11:23:10 AM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.068 W70 48.523	5/21/2006 11:23:25 AM 	8 ft		33 ft	00:00:15	1.5 mph	136° true
Trackpoint	N42 49.064 W70 48.519	5/21/2006 11:23:40 AM 	8 ft		29 ft	00:00:15	1.3 mph	144° true
Trackpoint	N42 49.061 W70 48.515	5/21/2006 11:23:55 AM 	8 ft		23 ft	00:00:15	1.1 mph	132° true
Trackpoint	N42 49.059 W70 48.512	5/21/2006 11:24:10 AM 	7 ft		19 ft	00:00:15	0.88 mph	144° true
Trackpoint	N42 49.056 W70 48.508	5/21/2006 11:24:25 AM 	7 ft		23 ft	00:00:15	1.1 mph	132° true
Trackpoint	N42 49.054 W70 48.503	5/21/2006 11:24:40 AM 	7 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 49.049 W70 48.497	5/21/2006 11:24:55 AM 	7 ft		43 ft	00:00:15	1.9 mph	137° true
Trackpoint	N42 49.043 W70 48.493	5/21/2006 11:25:10 AM 	8 ft		36 ft	00:00:15	1.6 mph	151° true
Trackpoint	N42 49.040 W70 48.488	5/21/2006 11:25:25 AM 	7 ft		33 ft	00:00:15	1.5 mph	136° true
Trackpoint	N42 49.034 W70 48.485	5/21/2006 11:25:40 AM 	8 ft		33 ft	00:00:15	1.5 mph	160° true
Trackpoint	N42 49.031 W70 48.481	5/21/2006 11:25:55 AM 	8 ft		29 ft	00:00:15	1.3 mph	144° true
Trackpoint	N42 49.027 W70 48.477	5/21/2006 11:26:10 AM 	7 ft		29 ft	00:00:15	1.3 mph	144° true
Trackpoint	N42 49.024 W70 48.475	5/21/2006 11:26:25 AM 	7 ft		19 ft	00:00:15	0.88 mph	144° true
Trackpoint	N42 49.022 W70 48.471	5/21/2006 11:26:40 AM 	7 ft		23 ft	00:00:15	1.1 mph	132° true
Trackpoint	N42 49.020 W70 48.468	5/21/2006 11:26:55 AM 	8 ft		14 ft	00:00:15	0.63 mph	124° true
Trackpoint	N42 49.018 W70 48.465	5/21/2006 11:27:10 AM 	8 ft		23 ft	00:00:15	1.1 mph	132° true
Trackpoint	N42 49.016 W70 48.461	5/21/2006 11:27:25 AM 	7 ft		19 ft	00:00:15	0.86 mph	114° true
Trackpoint	N42 49.015 W70 48.457	5/21/2006 11:27:40 AM 	8 ft		19 ft	00:00:15	0.86 mph	114° true
Trackpoint	N42 49.014 W70 48.453	5/21/2006 11:27:55 AM 	8 ft		19 ft	00:00:15	0.86 mph	114° true
Trackpoint	N42 49.012 W70 48.448	5/21/2006 11:28:10 AM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.010 W70 48.441	5/21/2006 11:28:25 AM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 49.009 W70 48.436	5/21/2006 11:28:40 AM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.007 W70 48.431	5/21/2006 11:28:55 AM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 49.006 W70 48.425	5/21/2006 11:29:10 AM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 49.005 W70 48.418	5/21/2006 11:29:25 AM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 49.003 W70 48.411	5/21/2006 11:29:40 AM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 49.002 W70 48.401	5/21/2006 11:29:55 AM 	8 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 49.000 W70 48.392	5/21/2006 11:30:10 AM 	8 ft		43 ft	00:00:15	2.0 mph	111° true
Trackpoint	N42 48.997 W70 48.383	5/21/2006 11:30:25 AM 	8 ft		43 ft	00:00:15	2.0 mph	111° true
Trackpoint	N42 48.994 W70 48.373	5/21/2006 11:30:40 AM 	8 ft		49 ft	00:00:15	2.2 mph	109° true
Trackpoint	N42 48.992 W70 48.363	5/21/2006 11:30:55 AM 	8 ft		49 ft	00:00:15	2.2 mph	109° true
Trackpoint	N42 48.989 W70 48.351	5/21/2006 11:31:10 AM 	7 ft		54 ft	00:00:15	2.5 mph	107° true
Trackpoint	N42 48.987 W70 48.340	5/21/2006 11:31:25 AM 	7 ft		54 ft	00:00:15	2.5 mph	107° true
Trackpoint	N42 48.983 W70 48.327	5/21/2006 11:31:40 AM 	8 ft		62 ft	00:00:15	2.8 mph	112° true
Trackpoint	N42 48.980 W70 48.314	5/21/2006 11:31:55 AM 	7 ft		60 ft	00:00:15	2.7 mph	105° true
Trackpoint	N42 48.976 W70 48.300	5/21/2006 11:32:10 AM 	8 ft		67 ft	00:00:15	3.1 mph	110° true
Trackpoint	N42 48.974 W70 48.286	5/21/2006 11:32:25 AM 	8 ft		65 ft	00:00:15	3.0 mph	104° true
Trackpoint	N42 48.970 W70 48.269	5/21/2006 11:32:40 AM 	8 ft		78 ft	00:00:15	3.6 mph	107° true
